time,rho,T,vx,by,bz
27900,2.47E-20,35850.99828,566042,-2.81E-08,-1.59E-08
27960,2.33E-20,38968.78416,567565,-2.87E-08,-1.47E-08
28020,2.83E-20,39626.76034,573994,-2.85E-08,-1.46E-08
28080,3.32E-20,40290.19064,580412,-2.91E-08,-1.33E-08
28140,3.22E-20,33873.00817,591381,-2.74E-08,-1.52E-08
28200,3.25E-20,34204.4332,585976,-2.27E-08,-2.04E-08
28260,3.28E-20,34537.48287,580576,-2.29E-08,-2.02E-08
28320,2.92E-20,35664.16554,577286,-2.26E-08,-2.07E-08
28380,2.57E-20,36808.95125,573994,-2.35E-08,-1.99E-08
28440,3.07E-20,34895.36621,576098,-2.16E-08,-2.11E-08
28500,3.55E-20,45164.32034,580385,-2.31E-08,-2.00E-08
28560,4.04E-20,56755.72536,584665,-2.20E-08,-2.02E-08
28620,4.44E-20,66541.81549,584559,-1.90E-08,-2.15E-08
28680,4.84E-20,77105.87251,584455,-1.90E-08,-2.14E-08
28740,4.94E-20,75245.20408,586769,-2.03E-08,-1.95E-08
28800,4.88E-20,75382.02135,585614,-2.01E-08,-1.93E-08
28860,4.82E-20,75518.95466,584459,-2.02E-08,-1.95E-08
28920,4.76E-20,75612.13894,583977,-2.03E-08,-1.99E-08
28980,4.70E-20,75705.43927,583496,-2.01E-08,-2.00E-08
29040,5.43E-20,81834.82969,581188,-1.99E-08,-2.03E-08
29100,5.55E-20,83228.88045,580240,-1.97E-08,-2.02E-08
29160,5.66E-20,84634.65178,579288,-1.94E-08,-1.99E-08
29220,5.49E-20,80183.62281,577972,-1.86E-08,-2.05E-08
29280,5.12E-20,81507.46624,575237,-1.91E-08,-2.01E-08
29340,4.74E-20,82842.10186,572505,-1.94E-08,-2.01E-08
29400,4.52E-20,82107.884,572358,-2.00E-08,-2.00E-08
29460,4.31E-20,81376.79936,572209,-2.09E-08,-1.97E-08
29520,4.47E-20,77836.72506,573111,-2.00E-08,-2.03E-08
29580,4.47E-20,77806.55332,572850,-1.90E-08,-2.04E-08
29640,4.47E-20,77776.38157,572591,-1.86E-08,-2.07E-08
29700,4.47E-20,77746.20982,572333,-1.88E-08,-2.09E-08
29760,4.47E-20,77716.03808,572076,-1.92E-08,-2.00E-08
29820,4.42E-20,78910.72322,568601,-2.01E-08,-2.03E-08
29880,4.32E-20,80084.63627,567919,-1.94E-08,-2.05E-08
29940,4.22E-20,81267.36876,567236,-1.83E-08,-2.12E-08
30000,4.18E-20,80884.88384,564989,-1.77E-08,-2.14E-08
30060,4.14E-20,80503.44333,562741,-1.65E-08,-2.17E-08
30120,4.28E-20,82978.33891,556192,-1.57E-08,-2.18E-08
30180,4.02E-20,85691.01106,559092,-1.88E-08,-1.94E-08
30240,3.77E-20,88447.43225,561990,-2.06E-08,-1.81E-08
30300,3.34E-20,150646.3729,569493,-1.70E-08,-2.06E-08
30360,2.90E-20,229311.0803,576995,-1.70E-08,-2.03E-08
30420,4.52E-20,185458.7668,576618,-3.30E-09,-2.29E-08
30480,4.63E-20,189577.2103,576822,2.23E-09,-2.09E-08
30540,4.75E-20,193740.9114,577025,5.82E-09,-1.83E-08
30600,4.57E-20,209979.1136,578278,8.31E-09,-1.69E-08
30660,4.38E-20,205500.93,578276,7.11E-09,-1.75E-08
30720,4.19E-20,201071.4855,578274,5.20E-09,-1.83E-08
30780,4.37E-20,202312.0085,578200,4.13E-09,-1.85E-08
30840,4.55E-20,203557.1732,578125,3.04E-09,-1.94E-08
30900,5.08E-20,243009.0535,581946,1.46E-09,-1.97E-08
30960,4.88E-20,234498.2999,584637,7.39E-10,-1.87E-08
31020,4.69E-20,226139.5655,587326,1.83E-09,-1.76E-08
31080,4.49E-20,217931.6898,590014,3.97E-09,-1.45E-08
31140,4.29E-20,209875.8334,592700,1.22E-09,-1.56E-08
31200,4.10E-20,201971.9961,595385,-1.89E-10,-1.62E-08
31260,3.90E-20,194220.178,598067,-1.60E-09,-1.69E-08
31320,3.70E-20,186619.2186,600749,-3.01E-09,-1.75E-08
31380,3.51E-20,179170.2784,603429,-4.42E-09,-1.81E-08
31440,3.31E-20,171873.3574,606107,-5.83E-09,-1.87E-08
31500,3.11E-20,164727.2952,608784,-7.24E-09,-1.93E-08
31560,2.92E-20,157734.4125,611460,3.94E-09,-1.85E-08
31620,2.72E-20,150892.3887,614134,4.49E-09,-1.92E-08
31680,2.52E-20,144201.2235,616806,5.05E-09,-2.00E-08
31740,2.33E-20,137663.238,619477,5.61E-09,-2.02E-08
31800,2.57E-20,125578.2928,601429,6.72E-09,-1.89E-08
31860,2.53E-20,129589.9747,599345,7.83E-09,-1.77E-08
31920,2.49E-20,133663.1606,597262,8.92E-09,-1.78E-08
31980,2.45E-20,137801.3318,595181,8.99E-09,-1.78E-08
32040,2.41E-20,142001.0069,593103,8.57E-09,-1.84E-08
32100,2.37E-20,146264.5068,591027,6.87E-09,-1.87E-08
32160,2.36E-20,150054.5425,589439,5.16E-09,-1.90E-08
32220,2.36E-20,153893.317,587852,5.36E-09,-1.87E-08
32280,2.36E-20,157779.6702,586267,9.66E-09,-2.00E-08
32340,2.36E-20,161715.9227,584684,1.22E-08,-1.97E-08
32400,2.36E-20,165699.7538,583101,6.36E-09,-2.03E-08
32460,2.36E-20,169732.3238,581521,6.56E-09,-2.15E-08
32520,2.36E-20,173813.6329,579941,5.06E-09,-2.22E-08
32580,2.36E-20,177942.5204,578363,7.39E-09,-2.16E-08
32640,2.35E-20,180205.4014,578599,6.53E-09,-2.00E-08
32700,2.34E-20,182482.2079,578832,6.30E-09,-1.86E-08
32760,2.30E-20,176975.864,574926,6.96E-09,-1.96E-08
32820,2.25E-20,171553.0727,571022,4.88E-09,-1.97E-08
32880,2.32E-20,178516.944,573029,2.62E-09,-2.03E-08
32940,2.23E-20,178428.7497,573370,1.07E-09,-2.02E-08
33000,2.15E-20,178340.5554,573710,2.75E-09,-2.03E-08
33060,2.06E-20,178251.2006,574050,5.89E-09,-2.00E-08
33120,1.98E-20,178163.0062,574391,7.21E-09,-2.05E-08
33180,1.89E-20,178073.6515,574730,5.29E-09,-2.03E-08
33240,1.88E-20,189041.0815,571578,3.37E-09,-2.01E-08
33300,1.87E-20,200335.759,568433,-3.03E-10,-1.91E-08
33360,1.86E-20,211958.8444,565294,-1.87E-09,-1.89E-08
33420,1.85E-20,223909.1771,562163,-1.87E-09,-1.90E-08
33480,1.84E-20,236186.7573,559039,-2.39E-09,-1.86E-08
33540,1.84E-20,230783.6937,561108,-3.02E-09,-1.79E-08
33600,1.84E-20,225443.2944,563176,-2.90E-09,-1.86E-08
33660,1.84E-20,220164.3991,565244,-2.74E-09,-1.81E-08
33720,1.85E-20,214949.3287,567311,1.97E-10,-1.79E-08
33780,1.85E-20,209795.7622,569378,-1.62E-09,-1.85E-08
33840,1.85E-20,204706.0205,571444,-1.84E-09,-1.85E-08
33900,1.85E-20,199677.7828,573509,-1.49E-09,-1.77E-08
33960,1.85E-20,194712.2095,575574,-4.63E-09,-1.84E-08
34020,1.85E-20,189809.3006,577638,-2.58E-09,-2.01E-08
34080,1.86E-20,184969.0561,579701,-4.76E-09,-1.97E-08
34140,1.86E-20,180190.3156,581764,-1.85E-09,-1.98E-08
34200,1.86E-20,175475.3998,583827,1.07E-09,-1.99E-08
34260,1.86E-20,170821.9881,585889,3.98E-09,-2.00E-08
34320,1.89E-20,160381.4031,586950,-9.67E-09,-1.68E-08
34380,1.93E-20,150270.3865,588007,-1.02E-08,-1.41E-08
34440,2.20E-20,146161.2266,586304,-7.24E-09,-1.63E-08
34500,2.47E-20,142108.9289,584599,-9.27E-09,-1.86E-08
34560,1.41E-20,148321.9879,576472,-9.28E-09,-1.94E-08
34620,1.49E-20,142542.9379,574645,-8.06E-09,-1.75E-08
34680,1.57E-20,136878.7726,572817,-6.83E-09,-1.57E-08
34740,1.67E-20,118834.9074,574949,-8.73E-09,-1.74E-08
34800,1.77E-20,102065.4503,577077,-8.27E-09,-1.94E-08
34860,1.68E-20,108486.2302,575295,-1.03E-08,-1.77E-08
34920,1.59E-20,115102.8943,573515,-1.12E-08,-1.77E-08
34980,1.50E-20,121915.9069,571736,-1.10E-08,-1.82E-08
35040,1.41E-20,128923.8754,569959,-9.66E-09,-2.07E-08
35100,1.20E-20,148348.6783,569266,-7.33E-09,-2.23E-08
35160,9.83E-21,169137.0121,568579,-1.09E-08,-1.90E-08
35220,9.88E-21,153487.1589,572298,-1.39E-08,-1.68E-08
35280,9.93E-21,138597.4017,576019,-1.46E-08,-1.54E-08
35340,8.93E-21,149581.0781,574738,-1.62E-08,-1.35E-08
35400,8.45E-21,165681.1866,571896,-1.38E-08,-1.39E-08
35460,7.97E-21,182605.2158,569053,-1.29E-08,-1.54E-08
35520,7.50E-21,200352.0053,566209,-1.17E-08,-1.64E-08
35580,7.02E-21,218921.5552,563363,-1.23E-08,-1.59E-08
35640,2.14E-20,116103.2038,579554,-1.28E-08,-1.54E-08
35700,2.43E-20,117152.2522,570646,-1.51E-08,-1.21E-08
35760,2.72E-20,118207.1029,561733,-1.34E-08,-1.28E-08
35820,3.01E-20,119266.5954,552816,-8.09E-09,-1.45E-08
35880,3.29E-20,120330.7297,543894,-9.42E-09,-1.66E-08
35940,3.58E-20,121399.5059,534968,-7.26E-09,-1.76E-08
36000,3.31E-20,142930.5288,537457,-9.22E-10,-2.18E-08
36060,3.03E-20,166219.6362,539946,4.54E-09,-2.36E-08
36120,3.25E-20,169840.2458,547371,3.95E-09,-2.35E-08
36180,3.46E-20,173499.1504,554797,4.91E-09,-2.22E-08
36240,2.41E-20,218010.6006,558271,3.94E-09,-2.15E-08
36300,2.22E-20,195384.1111,561880,5.25E-09,-2.10E-08
36360,2.03E-20,173995.8238,565488,1.56E-09,-2.25E-08
36420,1.64E-20,337495.3609,555375,-1.35E-09,-2.24E-08
36480,2.00E-20,254195.809,551992,-3.88E-09,-2.25E-08
36540,2.36E-20,182680.6451,548605,-3.82E-09,-2.26E-08
36600,2.02E-20,230130.3593,545666,-3.20E-09,-2.35E-08
36660,1.67E-20,283051.6037,542733,-2.79E-09,-2.33E-08
36720,2.01E-20,237965.7299,545960,-2.58E-09,-2.31E-08
36780,2.01E-20,183844.5783,549366,-3.53E-09,-2.27E-08
36840,2.00E-20,136697.7421,552771,-3.06E-09,-2.32E-08
36900,2.00E-20,96522.32014,556174,-5.01E-09,-2.24E-08
36960,1.99E-20,63320.16917,559576,-6.10E-09,-2.15E-08
37020,3.35E-20,255989.8675,545696,-3.10E-09,-2.14E-08
37080,3.97E-20,236640.494,547459,-9.31E-10,-2.21E-08
37140,4.60E-20,218051.2164,549223,-3.67E-09,-2.11E-08
37200,4.80E-20,210906.3146,550017,-4.55E-09,-2.09E-08
37260,5.01E-20,203880.9393,550811,-4.09E-09,-1.80E-08
37320,5.22E-20,196973.9301,551605,-2.89E-09,-1.91E-08
37380,5.42E-20,190185.287,552398,-2.30E-09,-2.05E-08
37440,5.63E-20,183517.3309,553192,-4.04E-10,-2.02E-08
37500,5.36E-20,181246.3267,553270,-1.73E-09,-2.04E-08
37560,5.09E-20,178989.2479,553350,-2.19E-09,-1.99E-08
37620,4.77E-20,189168.7312,551674,-1.96E-09,-1.99E-08
37680,4.46E-20,199630.2043,550000,-1.59E-09,-1.92E-08
37740,4.14E-20,210372.5067,548325,-3.69E-09,-2.05E-08
37800,3.82E-20,221396.799,546651,-1.05E-09,-1.94E-08
37860,3.82E-20,199336.61,549245,-1.11E-09,-2.02E-08
37920,3.81E-20,178434.552,551839,-4.07E-09,-1.87E-08
37980,3.77E-20,172386.2771,549341,-5.81E-09,-1.82E-08
38040,3.72E-20,166441.2825,546845,-5.96E-09,-1.85E-08
38100,3.67E-20,160600.7285,544349,-9.24E-09,-1.72E-08
38160,3.20E-20,193027.2335,544815,-1.11E-08,-1.63E-08
38220,2.73E-20,228431.4578,545283,-1.30E-08,-1.53E-08
38280,2.80E-20,200030.5602,544812,-1.51E-08,-1.43E-08
38340,2.88E-20,173514.2363,544342,-1.34E-08,-1.59E-08
38400,3.48E-20,166226.5989,545522,-1.27E-08,-1.57E-08
38460,3.72E-20,189188.4589,545461,-1.36E-08,-1.46E-08
38520,3.97E-20,213634.5368,545402,-1.05E-08,-1.62E-08
38580,3.28E-20,215267.2925,540232,-7.76E-09,-1.78E-08
38640,2.59E-20,216905.8504,535062,-5.69E-09,-1.85E-08
38700,2.51E-20,215273.0947,534094,-7.03E-09,-1.98E-08
38760,2.44E-20,213647.3018,533130,-7.98E-09,-2.08E-08
38820,2.37E-20,212027.311,532169,-1.21E-08,-1.58E-08
38880,2.29E-20,204251.1234,533186,-1.34E-08,-1.65E-08
38940,2.21E-20,196619.9923,534201,-1.60E-08,-1.48E-08
39000,2.13E-20,189133.9177,535216,-1.46E-08,-1.66E-08
39060,2.05E-20,181794.06,536229,-1.55E-08,-1.66E-08
39120,1.98E-20,174599.2587,537242,-7.90E-09,-2.04E-08
39180,1.42E-20,263141.732,527106,-8.21E-09,-1.98E-08
39240,1.48E-20,229774.1006,534578,-1.03E-08,-1.91E-08
39300,1.54E-20,198667.0293,542051,-1.11E-08,-1.92E-08
39360,2.21E-20,119896.7208,541811,-1.32E-08,-1.86E-08
39420,2.88E-20,60910.72307,541575,-9.99E-09,-1.93E-08
39480,2.86E-20,62513.88725,537539,-1.53E-08,-1.65E-08
39540,2.83E-20,64137.93956,533503,-1.42E-08,-1.77E-08
39600,2.81E-20,65782.88,529469,-1.43E-08,-1.72E-08
39660,2.78E-20,67448.47649,525436,-1.76E-08,-1.47E-08
39720,2.76E-20,69135.07715,521405,-1.73E-08,-1.48E-08
39780,2.66E-20,46399.73734,539092,-2.00E-08,-1.09E-08
39840,2.78E-20,50587.80793,536875,-2.01E-08,-1.16E-08
39900,2.91E-20,54956.79296,534658,-1.76E-08,-1.51E-08
39960,2.86E-20,53321.8324,535363,-1.72E-08,-1.54E-08
40020,2.82E-20,51711.47342,536067,-1.83E-08,-1.45E-08
40080,2.81E-20,48966.30861,524307,-1.76E-08,-1.53E-08
40140,2.73E-20,48994.50759,526111,-1.79E-08,-1.47E-08
40200,2.65E-20,49022.70657,527917,-1.80E-08,-1.43E-08
40260,2.57E-20,49050.90555,529724,-1.76E-08,-1.53E-08
40320,2.48E-20,49079.10453,531534,-1.71E-08,-1.55E-08
40380,2.17E-20,59141.61428,529230,-1.65E-08,-1.60E-08
40440,1.84E-20,109894.0903,541753,-1.69E-08,-1.55E-08
40500,1.51E-20,176244.7794,554272,-1.70E-08,-1.55E-08
40560,1.76E-20,117081.4647,557796,-1.65E-08,-1.53E-08
40620,2.01E-20,69974.54799,561322,-1.54E-08,-1.53E-08
40680,2.18E-20,58509.51618,572207,-1.77E-08,-1.37E-08
40740,2.62E-20,69241.0264,570042,-1.44E-08,-1.59E-08
40800,3.07E-20,80875.71627,567877,-1.60E-08,-1.48E-08
40860,2.31E-20,52447.31591,569579,-1.92E-08,-1.03E-08
40920,2.29E-20,52549.20358,568356,-1.43E-08,-1.62E-08
40980,2.27E-20,52651.2073,567134,-1.14E-08,-1.82E-08
41040,2.25E-20,52753.21101,565914,-1.81E-08,-1.35E-08
41100,2.23E-20,52855.44682,564694,-1.79E-08,-1.38E-08
41160,2.22E-20,52957.68262,563475,-1.77E-08,-1.41E-08
41220,2.20E-20,53060.03447,562257,-1.75E-08,-1.44E-08
41280,2.18E-20,53162.50237,561040,-1.74E-08,-1.46E-08
41340,2.16E-20,53265.08631,559823,-1.73E-08,-1.47E-08
41400,2.15E-20,53367.67025,558608,-1.73E-08,-1.51E-08
41460,2.01E-20,49714.91608,558752,-1.92E-08,-1.37E-08
41520,2.18E-20,51094.34515,557045,-1.86E-08,-1.44E-08
41580,2.34E-20,52492.68958,555340,-1.91E-08,-1.48E-08
41640,2.06E-20,53502.16661,557938,-2.02E-08,-1.41E-08
41700,1.78E-20,54521.27539,560537,-2.00E-08,-1.37E-08
41760,2.19E-20,69719.24859,545911,-1.99E-08,-1.34E-08
41820,2.08E-20,70257.58219,548739,-1.91E-08,-1.55E-08
41880,1.98E-20,70797.88855,551566,-1.91E-08,-1.57E-08
41940,1.99E-20,70375.71618,552377,-1.90E-08,-1.59E-08
42000,2.00E-20,69954.70427,553189,-1.87E-08,-1.47E-08
42060,2.00E-20,69535.08489,554001,-1.81E-08,-1.41E-08
42120,2.01E-20,69116.62597,554813,-1.78E-08,-1.45E-08
42180,2.02E-20,68699.55959,555626,-1.76E-08,-1.50E-08
42240,2.02E-20,68283.65366,556440,-1.73E-08,-1.54E-08
42300,2.03E-20,67869.02422,557253,-1.82E-08,-1.43E-08
42360,2.04E-20,67455.67129,558067,-1.83E-08,-1.40E-08
42420,2.04E-20,67043.59485,558882,-1.75E-08,-1.42E-08
42480,2.05E-20,66632.79491,559696,-1.66E-08,-1.43E-08
42540,2.06E-20,66223.15542,560512,-1.58E-08,-1.45E-08
42600,2.06E-20,65814.90847,561328,-1.51E-08,-1.51E-08
42660,2.07E-20,65407.82198,562144,-1.31E-08,-1.52E-08
42720,2.03E-20,65762.22396,561039,-1.10E-08,-1.52E-08
42780,1.98E-20,66117.43826,559935,-1.17E-08,-1.45E-08
42840,1.93E-20,66473.69697,558833,-1.18E-08,-1.40E-08
42900,2.01E-20,61629.9711,556470,-1.26E-08,-1.32E-08
42960,2.08E-20,56969.59663,554108,-1.23E-08,-1.43E-08
43020,1.85E-20,52606.06572,556665,-1.21E-08,-1.42E-08
43080,1.63E-20,48416.3705,559221,-1.18E-08,-1.39E-08
43140,1.56E-20,48371.80915,557944,-1.36E-08,-1.21E-08
43200,1.48E-20,48327.2478,556666,-1.25E-08,-1.27E-08
43260,1.41E-20,48282.8025,555388,-1.17E-08,-1.20E-08
43320,1.34E-20,48238.24115,554109,-1.04E-08,-1.37E-08
43380,1.27E-20,48193.79584,552830,-9.12E-09,-1.53E-08
43440,1.26E-20,48406.62271,553941,-8.63E-09,-1.57E-08
43500,1.49E-20,37470.40878,557366,-8.35E-09,-1.60E-08
43560,1.72E-20,27932.42325,560794,-5.76E-09,-1.65E-08
43620,1.60E-20,27068.46688,560139,-1.30E-09,-1.73E-08
43680,1.66E-20,35486.03619,561453,-1.44E-09,-1.70E-08
43740,1.71E-20,45041.66059,562768,-9.16E-10,-1.73E-08
43800,1.71E-20,46655.03674,561656,-2.66E-09,-1.67E-08
43860,1.72E-20,48296.96001,560545,-6.01E-09,-1.53E-08
43920,1.73E-20,49967.08226,559435,-5.90E-09,-1.55E-08
43980,1.73E-20,119634.4587,549591,-7.32E-09,-1.42E-08
44040,1.74E-20,219240.6795,539738,-1.12E-08,-9.89E-09
44100,1.78E-20,231723.6596,542113,-1.50E-08,-5.62E-09
44160,1.83E-20,244552.4544,544490,-1.39E-08,-7.08E-09
44220,2.24E-20,192080.3048,545995,-9.24E-09,-1.02E-08
44280,2.29E-20,191031.2564,550286,-1.04E-08,-9.94E-09
44340,2.34E-20,189984.5289,554577,-9.76E-09,-1.01E-08
44400,2.28E-20,187256.3066,553480,-9.03E-09,-1.03E-08
44460,2.22E-20,184548.9726,552381,-7.09E-09,-1.13E-08
44520,1.62E-20,163670.1236,558018,-7.65E-09,-1.12E-08
44580,1.59E-20,168832.9737,557012,-7.97E-09,-1.26E-08
44640,1.56E-20,174075.895,556006,-7.55E-09,-1.26E-08
44700,1.60E-20,175049.514,556416,-7.70E-09,-1.29E-08
44760,1.64E-20,176027.7749,556826,-6.65E-09,-1.32E-08
44820,1.66E-20,161703.1577,560487,-6.39E-09,-1.31E-08
44880,1.59E-20,162579.2989,564235,-6.29E-09,-1.33E-08
44940,1.51E-20,163457.7609,567982,-6.41E-09,-1.32E-08
45000,1.67E-20,162464.4141,564613,-6.28E-09,-1.34E-08
45060,1.71E-20,170302.1057,559960,-6.33E-09,-1.36E-08
45120,1.76E-20,178323.1486,555309,-6.14E-09,-1.36E-08
45180,1.84E-20,173315.799,556447,-5.93E-09,-1.36E-08
45240,1.92E-20,168380.3975,557587,-5.25E-09,-1.37E-08
45300,1.77E-20,157800.5583,551124,-5.36E-09,-1.37E-08
45360,1.80E-20,157410.6465,551025,-5.47E-09,-1.37E-08
45420,1.83E-20,157021.8951,550927,-5.11E-09,-1.40E-08
45480,1.83E-20,156719.0172,550582,-4.60E-09,-1.41E-08
45540,1.84E-20,156416.1393,550238,-4.16E-09,-1.42E-08
45600,1.65E-20,139010.5226,550620,-4.64E-09,-1.41E-08
45660,1.46E-20,122631.9057,551005,-6.88E-09,-1.36E-08
45720,1.27E-20,107280.1726,551392,-6.83E-09,-1.40E-08
45780,1.29E-20,127422.2508,550710,-4.72E-09,-1.39E-08
45840,1.31E-20,149295.607,550025,-2.61E-09,-1.38E-08
45900,1.31E-20,137735.186,545970,-4.29E-09,-1.40E-08
45960,1.30E-20,126640.1062,541917,-5.47E-09,-1.44E-08
46020,1.29E-20,116010.9479,537866,-5.77E-09,-1.40E-08
46080,1.29E-20,105847.7109,533816,-4.34E-09,-1.50E-08
46140,1.28E-20,96150.27929,529769,-2.91E-09,-1.60E-08
46200,1.11E-20,97857.18786,560740,-1.94E-09,-1.60E-08
46260,1.09E-20,86934.08704,558625,-4.51E-09,-1.50E-08
46320,1.06E-20,76657.24184,556512,-6.05E-09,-1.44E-08
46380,1.13E-20,81455.36195,545691,-5.72E-09,-1.50E-08
46440,1.31E-20,86963.33043,551234,-5.53E-09,-1.53E-08
46500,1.49E-20,92651.51708,556779,-5.10E-09,-1.57E-08
46560,1.49E-20,100571.0205,554609,-4.60E-09,-1.55E-08
46620,1.48E-20,108815.2183,552433,-4.83E-09,-1.46E-08
46680,1.53E-20,104300.5965,552253,-4.85E-09,-1.45E-08
46740,1.57E-20,106964.0655,548296,-4.17E-09,-1.48E-08
46800,1.61E-20,109661.1876,544341,-3.71E-09,-1.50E-08
46860,1.63E-20,110581.7741,551347,-4.86E-09,-1.42E-08
46920,1.66E-20,111506.19,558354,-2.70E-09,-1.58E-08
46980,1.80E-20,114026.1111,556733,-3.79E-09,-1.52E-08
47040,1.67E-20,109791.6224,557684,-4.08E-09,-1.53E-08
47100,1.54E-20,105637.2049,558637,-3.76E-09,-1.52E-08
47160,1.55E-20,102315.0635,561265,-3.57E-09,-1.50E-08
47220,1.56E-20,99045.9547,563893,-4.05E-09,-1.52E-08
47280,1.54E-20,89492.41911,557736,-4.30E-09,-1.50E-08
47340,1.52E-20,87636.97271,556393,-3.33E-09,-1.57E-08
47400,1.50E-20,85801.02189,555049,-2.00E-09,-1.63E-08
47460,1.60E-20,97183.31349,557996,-2.29E-09,-1.61E-08
47520,1.64E-20,95740.98794,559624,-1.48E-09,-1.62E-08
47580,1.68E-20,94309.22249,561251,-1.53E-09,-1.61E-08
47640,1.65E-20,98820.94309,560261,-9.78E-10,-1.60E-08
47700,1.62E-20,103438.0327,559270,-2.82E-10,-1.59E-08
47760,1.62E-20,97935.6344,554279,2.37E-10,-1.58E-08
47820,1.62E-20,101487.3132,556937,1.31E-10,-1.59E-08
47880,1.62E-20,105102.2367,559597,-2.03E-11,-1.59E-08
47940,1.59E-20,103111.5976,558670,-2.63E-10,-1.60E-08
48000,1.55E-20,101139.8739,557744,-9.31E-10,-1.62E-08
48060,1.56E-20,97699.71455,554654,-3.49E-09,-1.58E-08
48120,1.52E-20,91315.25682,551110,-3.61E-09,-1.55E-08
48180,1.47E-20,85146.52707,547563,-3.04E-09,-1.59E-08
48240,1.42E-20,85885.73488,549243,-4.33E-09,-1.55E-08
48300,1.36E-20,86628.19195,550923,-7.73E-09,-1.41E-08
48360,1.29E-20,81871.96415,551476,-6.00E-09,-1.51E-08
48420,1.31E-20,82184.35778,551366,-5.99E-09,-1.53E-08
48480,1.32E-20,82497.44768,551254,-6.62E-09,-1.51E-08
48540,1.38E-20,88677.08567,547613,-6.85E-09,-1.49E-08
48600,1.44E-20,95079.99458,543975,-6.46E-09,-1.49E-08
48660,1.37E-20,85075.04324,550079,-6.04E-09,-1.52E-08
48720,1.45E-20,91221.26022,547025,-6.41E-09,-1.50E-08
48780,1.52E-20,97581.81265,543973,-4.31E-09,-1.57E-08
48840,1.57E-20,103578.4474,545403,-1.68E-09,-1.64E-08
48900,1.62E-20,109754.0238,546835,-9.30E-10,-1.62E-08
48960,1.62E-20,107453.7762,546726,-8.83E-11,-1.61E-08
49020,1.53E-20,114190.5471,547186,1.51E-09,-1.57E-08
49080,1.45E-20,121132.6019,547642,2.71E-09,-1.52E-08
49140,1.56E-20,120704.3952,542331,-2.04E-09,-1.52E-08
49200,1.67E-20,120277.349,537017,-2.32E-09,-1.53E-08
49260,1.74E-20,123611.327,539865,-4.26E-09,-1.51E-08
49320,1.63E-20,121551.525,540886,-3.03E-09,-1.51E-08
49380,1.52E-20,119507.9694,541908,-2.68E-09,-1.54E-08
49440,1.48E-20,119481.279,544934,-3.00E-09,-1.57E-08
49500,1.35E-20,110067.3458,545487,-9.73E-10,-1.60E-08
49560,1.21E-20,101039.6109,546041,-6.04E-11,-1.62E-08
49620,1.14E-20,96240.4464,544652,9.84E-10,-1.63E-08
49680,1.08E-20,91558.02333,543260,-1.30E-09,-1.67E-08
49740,1.11E-20,94699.36639,545389,-1.95E-09,-1.70E-08
49800,1.17E-20,94624.16911,542778,-2.25E-10,-1.72E-08
49860,1.22E-20,94548.97183,540166,7.63E-10,-1.72E-08
49920,1.23E-20,92327.98311,538621,-3.48E-10,-1.73E-08
49980,1.23E-20,90133.33664,537075,-1.90E-09,-1.72E-08
50040,1.40E-20,94603.97725,535257,-1.12E-09,-1.72E-08
50100,1.28E-20,90880.20343,536895,7.88E-10,-1.74E-08
50160,1.17E-20,87231.27875,538534,1.93E-09,-1.72E-08
50220,1.19E-20,84936.2532,537324,2.21E-09,-1.72E-08
50280,1.20E-20,82671.74754,536115,1.88E-09,-1.72E-08
50340,1.26E-20,84311.69804,544140,2.06E-09,-1.73E-08
50400,1.13E-20,95693.52546,544925,1.50E-09,-1.75E-08
50460,9.91E-21,107795.6453,545708,7.90E-10,-1.73E-08
50520,1.32E-20,70272.43597,549932,1.33E-09,-1.71E-08
50580,1.41E-20,72536.47746,548898,1.21E-09,-1.69E-08
50640,1.50E-20,74836.3769,547860,5.23E-10,-1.69E-08
50700,1.38E-20,76834.55888,551638,-1.53E-09,-1.70E-08
50760,1.27E-20,78859.19916,555417,-1.24E-09,-1.71E-08
50820,1.22E-20,70785.58776,556991,3.43E-10,-1.73E-08
50880,1.28E-20,70270.69529,554179,-1.83E-10,-1.72E-08
50940,1.34E-20,69757.77559,551367,-1.19E-09,-1.74E-08
51000,1.46E-20,65823.84395,551657,-2.38E-09,-1.76E-08
51060,1.58E-20,62004.10077,551950,-2.80E-09,-1.76E-08
51120,1.07E-20,52364.80779,558806,-2.81E-09,-1.77E-08
51180,1.22E-20,54369.4883,557947,1.40E-09,-1.73E-08
51240,1.37E-20,56411.88348,557086,1.65E-10,-1.75E-08
51300,1.60E-20,59822.56741,556143,3.92E-10,-1.78E-08
51360,1.82E-20,63333.51436,555203,-2.28E-09,-1.74E-08
51420,1.80E-20,55710.39036,548616,2.80E-10,-1.75E-08
51480,1.84E-20,60162.92792,550597,-1.56E-09,-1.75E-08
51540,1.89E-20,64786.63212,552576,-1.42E-09,-1.77E-08
51600,1.92E-20,63154.80478,553611,-2.47E-09,-1.74E-08
51660,1.96E-20,61543.98162,554644,-3.43E-09,-1.70E-08
51720,1.65E-20,66882.64018,556892,-3.26E-09,-1.71E-08
51780,1.53E-20,58690.43062,553574,-3.78E-09,-1.74E-08
51840,1.41E-20,51033.30538,550254,-3.16E-09,-1.75E-08
51900,1.60E-20,56185.59538,556881,-2.26E-09,-1.76E-08
51960,1.66E-20,60792.70512,553837,4.52E-10,-1.79E-08
